timestamp,topic,valor
2025-11-17 09:43:53,lan/sala1/sensor/temp,29.29
2025-11-17 09:43:53,lan/sala2/sensor/temp,28.17
2025-11-17 09:43:54,lan/sala1/sensor/hum,25.7
2025-11-17 09:43:55,lan/sala1/sensor/temp,27.53
2025-11-17 09:43:55,lan/sala2/sensor/temp,19.68
2025-11-17 09:43:56,lan/sala1/sensor/hum,20.51
2025-11-17 09:43:57,lan/sala1/sensor/temp,21.88
2025-11-17 09:43:57,lan/sala2/sensor/temp,25.82
2025-11-17 09:43:58,lan/sala1/sensor/hum,28.36
2025-11-17 09:43:59,lan/sala1/sensor/temp,21.66
2025-11-17 09:43:59,lan/sala2/sensor/temp,25.08
2025-11-17 09:44:00,lan/sala1/sensor/hum,28.26
2025-11-17 09:44:01,lan/sala1/sensor/temp,18.58
2025-11-17 09:44:01,lan/sala2/sensor/temp,27.93
2025-11-17 09:44:02,lan/sala1/sensor/hum,22.67
2025-11-17 09:44:03,lan/sala1/sensor/temp,21.39
2025-11-17 09:44:03,lan/sala2/sensor/temp,25.72
2025-11-17 09:44:04,lan/sala1/sensor/hum,22.18
2025-11-17 09:44:05,lan/sala1/sensor/temp,22.05
2025-11-17 09:44:05,lan/sala2/sensor/temp,19.63
2025-11-17 09:44:06,lan/sala1/sensor/hum,18.04
2025-11-17 09:44:07,lan/sala1/sensor/temp,20.59
2025-11-17 09:44:07,lan/sala2/sensor/temp,18.45
2025-11-17 09:44:08,lan/sala1/sensor/hum,28.47
2025-11-17 09:44:09,lan/sala1/sensor/temp,19.88
2025-11-17 09:44:09,lan/sala2/sensor/temp,29.6
2025-11-17 09:44:10,lan/sala1/sensor/hum,28.98
2025-11-17 09:44:11,lan/sala1/sensor/temp,28.16
2025-11-17 09:44:11,lan/sala2/sensor/temp,19.26
2025-11-17 09:44:12,lan/sala1/sensor/hum,25.47
2025-11-17 09:44:13,lan/sala1/sensor/temp,18.35
2025-11-17 09:44:13,lan/sala2/sensor/temp,25.48
2025-11-17 09:44:14,lan/sala1/sensor/hum,19.01
2025-11-17 09:44:15,lan/sala1/sensor/temp,21.82
2025-11-17 09:44:15,lan/sala2/sensor/temp,26.06
2025-11-17 09:44:16,lan/sala1/sensor/hum,29.68
2025-11-17 09:44:17,lan/sala1/sensor/temp,27.42
2025-11-17 09:44:17,lan/sala2/sensor/temp,24.89
2025-11-17 09:44:18,lan/sala1/sensor/hum,29.92
2025-11-17 09:44:19,lan/sala1/sensor/temp,21.24
2025-11-17 09:44:19,lan/sala2/sensor/temp,26.13
2025-11-17 09:44:20,lan/sala1/sensor/hum,27.9
2025-11-17 09:44:21,lan/sala1/sensor/temp,18.1
2025-11-17 09:44:21,lan/sala2/sensor/temp,25.05
2025-11-17 09:44:22,lan/sala1/sensor/hum,23.98
2025-11-17 09:44:23,lan/sala1/sensor/temp,27.41
2025-11-17 09:44:23,lan/sala2/sensor/temp,23.59
2025-11-17 09:44:24,lan/sala1/sensor/hum,22.72
2025-11-17 09:44:25,lan/sala1/sensor/temp,22.03
2025-11-17 09:44:25,lan/sala2/sensor/temp,21.69
2025-11-17 09:44:26,lan/sala1/sensor/hum,21.56
2025-11-17 09:44:27,lan/sala1/sensor/temp,24.48
2025-11-17 09:44:27,lan/sala2/sensor/temp,28.92
2025-11-17 09:44:28,lan/sala1/sensor/hum,29.48
2025-11-17 09:44:29,lan/sala1/sensor/temp,21.08
2025-11-17 09:44:29,lan/sala2/sensor/temp,26.99
2025-11-17 09:44:30,lan/sala1/sensor/hum,19.74
2025-11-17 09:44:31,lan/sala1/sensor/temp,19.57
2025-11-17 09:44:31,lan/sala2/sensor/temp,19.22
2025-11-17 09:44:32,lan/sala1/sensor/hum,27.09
2025-11-17 09:44:33,lan/sala1/sensor/temp,21.44
2025-11-17 09:44:33,lan/sala2/sensor/temp,19.51
2025-11-17 09:44:34,lan/sala1/sensor/hum,21.12
2025-11-17 09:44:35,lan/sala1/sensor/temp,20.64
2025-11-17 09:44:35,lan/sala2/sensor/temp,18.61
2025-11-17 09:44:36,lan/sala1/sensor/hum,25.59
2025-11-17 09:44:37,lan/sala1/sensor/temp,28.68
2025-11-17 09:44:37,lan/sala2/sensor/temp,28.55
2025-11-17 09:44:38,lan/sala1/sensor/hum,28.72
2025-11-17 09:44:39,lan/sala1/sensor/temp,20.02
2025-11-17 09:44:39,lan/sala2/sensor/temp,19.63
2025-11-17 09:44:40,lan/sala1/sensor/hum,25.4
2025-11-17 09:44:41,lan/sala1/sensor/temp,23.97
2025-11-17 09:44:41,lan/sala2/sensor/temp,23.14
2025-11-17 09:44:42,lan/sala1/sensor/hum,24.81
2025-11-17 09:44:43,lan/sala1/sensor/temp,24.26
2025-11-17 09:44:43,lan/sala2/sensor/temp,26.83
2025-11-17 09:44:44,lan/sala1/sensor/hum,24.73
2025-11-17 09:44:45,lan/sala1/sensor/temp,21.22
2025-11-17 09:44:45,lan/sala2/sensor/temp,24.86
2025-11-17 09:44:46,lan/sala1/sensor/hum,18.11
2025-11-17 09:44:47,lan/sala1/sensor/temp,25.5
2025-11-17 09:44:47,lan/sala2/sensor/temp,25.27
2025-11-17 09:44:48,lan/sala1/sensor/hum,21.08
2025-11-17 09:44:49,lan/sala1/sensor/temp,28.37
2025-11-17 09:44:49,lan/sala2/sensor/temp,29.39
2025-11-17 09:44:50,lan/sala1/sensor/hum,28.75
2025-11-17 09:44:51,lan/sala1/sensor/temp,23.0
2025-11-17 09:44:51,lan/sala2/sensor/temp,29.06
2025-11-17 09:44:54,lan/sala1/sensor/hum,23.66
2025-11-17 09:44:54,lan/sala1/sensor/temp,29.78
2025-11-17 09:44:54,lan/sala2/sensor/temp,23.44
2025-11-17 09:44:55,lan/sala1/sensor/hum,28.9
2025-11-17 09:44:55,lan/sala1/sensor/temp,18.74
2025-11-17 09:44:55,lan/sala2/sensor/temp,28.21
2025-11-17 09:44:56,lan/sala1/sensor/hum,24.09
2025-11-17 09:44:57,lan/sala1/sensor/temp,19.1
2025-11-17 09:44:57,lan/sala2/sensor/temp,22.67
2025-11-17 09:44:58,lan/sala1/sensor/hum,26.5
2025-11-17 09:44:59,lan/sala1/sensor/temp,21.35
2025-11-17 09:44:59,lan/sala2/sensor/temp,28.43
2025-11-17 09:45:00,lan/sala1/sensor/hum,28.8
2025-11-17 09:45:01,lan/sala1/sensor/temp,26.55
2025-11-17 09:45:01,lan/sala2/sensor/temp,21.15
2025-11-17 09:45:02,lan/sala1/sensor/hum,23.18
2025-11-17 09:45:03,lan/sala1/sensor/temp,22.21
2025-11-17 09:45:03,lan/sala2/sensor/temp,28.21
2025-11-17 09:45:04,lan/sala1/sensor/hum,21.52
2025-11-17 09:45:05,lan/sala1/sensor/temp,19.21
2025-11-17 09:45:05,lan/sala2/sensor/temp,21.32
2025-11-17 09:45:06,lan/sala1/sensor/hum,26.35
2025-11-17 09:45:07,lan/sala1/sensor/temp,26.07
2025-11-17 09:45:07,lan/sala2/sensor/temp,21.19
2025-11-17 09:45:08,lan/sala1/sensor/hum,19.76
2025-11-17 09:45:09,lan/sala1/sensor/temp,26.82
2025-11-17 09:45:09,lan/sala2/sensor/temp,25.9
2025-11-17 09:45:10,lan/sala1/sensor/hum,25.4
2025-11-17 09:45:11,lan/sala1/sensor/temp,24.58
2025-11-17 09:45:11,lan/sala2/sensor/temp,20.84
2025-11-17 09:45:12,lan/sala1/sensor/hum,29.36
2025-11-17 09:45:13,lan/sala1/sensor/temp,23.38
2025-11-17 09:45:13,lan/sala2/sensor/temp,19.65
2025-11-17 09:45:14,lan/sala1/sensor/hum,23.08
2025-11-17 09:45:15,lan/sala1/sensor/temp,24.49
2025-11-17 09:45:15,lan/sala2/sensor/temp,23.05
2025-11-17 09:45:16,lan/sala1/sensor/hum,21.71
2025-11-17 09:45:17,lan/sala1/sensor/temp,20.01
2025-11-17 09:45:17,lan/sala2/sensor/temp,22.75
2025-11-17 09:45:18,lan/sala1/sensor/hum,19.31
2025-11-17 09:45:19,lan/sala1/sensor/temp,24.22
2025-11-17 09:45:19,lan/sala2/sensor/temp,22.71
2025-11-17 09:45:20,lan/sala1/sensor/hum,26.91
2025-11-17 09:45:21,lan/sala1/sensor/temp,24.36
2025-11-17 09:45:21,lan/sala2/sensor/temp,25.23
2025-11-17 09:45:22,lan/sala1/sensor/hum,20.05
2025-11-17 09:45:23,lan/sala1/sensor/temp,21.59
2025-11-17 09:45:23,lan/sala2/sensor/temp,29.44
2025-11-17 09:45:24,lan/sala1/sensor/hum,19.08
2025-11-17 09:45:25,lan/sala1/sensor/temp,20.03
2025-11-17 09:45:25,lan/sala2/sensor/temp,18.95
2025-11-17 09:45:26,lan/sala1/sensor/hum,26.97
2025-11-17 09:45:27,lan/sala1/sensor/temp,26.85
2025-11-17 09:45:27,lan/sala2/sensor/temp,20.75
2025-11-17 09:45:28,lan/sala1/sensor/hum,19.8
2025-11-17 09:45:29,lan/sala1/sensor/temp,23.29
2025-11-17 09:45:29,lan/sala2/sensor/temp,24.44
2025-11-17 09:45:30,lan/sala1/sensor/hum,21.59
2025-11-17 09:45:31,lan/sala1/sensor/temp,24.16
2025-11-17 09:45:31,lan/sala2/sensor/temp,29.21
2025-11-17 09:45:32,lan/sala1/sensor/hum,20.48
2025-11-17 09:45:33,lan/sala1/sensor/temp,25.77
2025-11-17 09:45:33,lan/sala2/sensor/temp,24.21
2025-11-17 09:45:34,lan/sala1/sensor/hum,18.55
2025-11-17 09:45:35,lan/sala1/sensor/temp,19.68
2025-11-17 09:45:35,lan/sala2/sensor/temp,20.18
2025-11-17 09:45:36,lan/sala1/sensor/hum,23.38
2025-11-17 09:45:37,lan/sala1/sensor/temp,27.01
2025-11-17 09:45:37,lan/sala2/sensor/temp,28.74
2025-11-17 09:45:38,lan/sala1/sensor/hum,25.93
2025-11-17 09:45:39,lan/sala1/sensor/temp,28.91
2025-11-17 09:45:39,lan/sala2/sensor/temp,21.51
2025-11-17 09:45:40,lan/sala1/sensor/hum,29.24
2025-11-17 09:45:41,lan/sala1/sensor/temp,22.75
2025-11-17 09:45:41,lan/sala2/sensor/temp,20.74
2025-11-17 09:45:42,lan/sala1/sensor/hum,22.38
2025-11-17 09:45:43,lan/sala1/sensor/temp,25.85
2025-11-17 09:45:43,lan/sala2/sensor/temp,26.19
2025-11-17 09:45:44,lan/sala1/sensor/hum,29.67
2025-11-17 09:45:45,lan/sala1/sensor/temp,19.71
2025-11-17 09:45:45,lan/sala2/sensor/temp,22.26
2025-11-17 09:45:46,lan/sala1/sensor/hum,21.7
2025-11-17 09:45:47,lan/sala1/sensor/temp,18.37
2025-11-17 09:45:47,lan/sala2/sensor/temp,25.72
2025-11-17 09:45:48,lan/sala1/sensor/hum,28.32
2025-11-17 09:45:49,lan/sala1/sensor/temp,24.46
2025-11-17 09:45:49,lan/sala2/sensor/temp,29.89
2025-11-17 09:45:50,lan/sala1/sensor/hum,19.88
2025-11-17 09:45:51,lan/sala1/sensor/temp,18.1
2025-11-17 09:45:51,lan/sala2/sensor/temp,19.58
2025-11-17 09:45:52,lan/sala1/sensor/hum,23.9
2025-11-17 09:45:53,lan/sala1/sensor/temp,19.23
2025-11-17 09:45:53,lan/sala2/sensor/temp,21.57
2025-11-17 09:45:54,lan/sala1/sensor/hum,29.29
2025-11-17 09:45:55,lan/sala1/sensor/temp,19.34
2025-11-17 09:45:55,lan/sala2/sensor/temp,28.26
2025-11-17 09:45:56,lan/sala1/sensor/hum,20.75
2025-11-17 09:45:57,lan/sala1/sensor/temp,21.06
2025-11-17 09:45:57,lan/sala2/sensor/temp,27.92
2025-11-17 09:45:58,lan/sala1/sensor/hum,21.5
2025-11-17 09:45:59,lan/sala1/sensor/temp,19.82
2025-11-17 09:45:59,lan/sala2/sensor/temp,22.43
2025-11-17 09:46:00,lan/sala1/sensor/hum,28.23
2025-11-17 09:46:01,lan/sala1/sensor/temp,29.0
2025-11-17 09:46:01,lan/sala2/sensor/temp,24.18
2025-11-17 09:46:02,lan/sala1/sensor/hum,21.14
2025-11-17 09:46:03,lan/sala1/sensor/temp,26.92
2025-11-17 09:46:03,lan/sala2/sensor/temp,21.53
2025-11-17 09:46:04,lan/sala1/sensor/hum,21.14
2025-11-17 09:46:05,lan/sala1/sensor/temp,28.28
2025-11-17 09:46:05,lan/sala2/sensor/temp,20.95
2025-11-17 09:46:06,lan/sala1/sensor/hum,21.21
2025-11-17 09:46:07,lan/sala1/sensor/temp,19.72
2025-11-17 09:46:07,lan/sala2/sensor/temp,24.13
2025-11-17 09:46:08,lan/sala1/sensor/hum,20.59
2025-11-17 09:46:09,lan/sala1/sensor/temp,28.68
2025-11-17 09:46:09,lan/sala2/sensor/temp,19.78
2025-11-17 09:46:10,lan/sala1/sensor/hum,26.87
2025-11-17 09:46:11,lan/sala1/sensor/temp,25.21
2025-11-17 09:46:11,lan/sala2/sensor/temp,23.12
2025-11-17 09:46:12,lan/sala1/sensor/hum,24.91
2025-11-17 09:46:13,lan/sala1/sensor/temp,20.4
2025-11-17 09:46:13,lan/sala2/sensor/temp,26.13
2025-11-17 09:46:14,lan/sala1/sensor/hum,29.23
2025-11-17 09:46:15,lan/sala1/sensor/temp,27.18
2025-11-17 09:46:15,lan/sala2/sensor/temp,22.6
2025-11-17 09:46:16,lan/sala1/sensor/hum,19.85
2025-11-17 09:46:17,lan/sala1/sensor/temp,27.66
2025-11-17 09:46:17,lan/sala2/sensor/temp,22.81
2025-11-17 09:46:18,lan/sala1/sensor/hum,22.33
2025-11-17 09:46:19,lan/sala1/sensor/temp,24.09
2025-11-17 09:46:19,lan/sala2/sensor/temp,24.73
2025-11-17 09:46:20,lan/sala1/sensor/hum,18.3
2025-11-17 09:46:21,lan/sala1/sensor/temp,21.71
2025-11-17 09:46:21,lan/sala2/sensor/temp,18.69
2025-11-17 09:46:22,lan/sala1/sensor/hum,22.44
2025-11-17 09:46:23,lan/sala1/sensor/temp,26.39
2025-11-17 09:46:23,lan/sala2/sensor/temp,25.97
2025-11-17 09:46:24,lan/sala1/sensor/hum,20.88
2025-11-17 09:46:25,lan/sala1/sensor/temp,27.43
2025-11-17 09:46:25,lan/sala2/sensor/temp,22.94
2025-11-17 09:46:26,lan/sala1/sensor/hum,28.12
2025-11-17 09:46:27,lan/sala1/sensor/temp,24.96
2025-11-17 09:46:27,lan/sala2/sensor/temp,23.78
2025-11-17 09:46:28,lan/sala1/sensor/hum,21.38
2025-11-17 09:46:29,lan/sala1/sensor/temp,27.74
2025-11-17 09:46:29,lan/sala2/sensor/temp,28.3
2025-11-17 09:46:30,lan/sala1/sensor/hum,26.05
2025-11-17 09:46:31,lan/sala1/sensor/temp,25.88
2025-11-17 09:46:31,lan/sala2/sensor/temp,25.18
2025-11-17 09:46:32,lan/sala1/sensor/hum,20.71
2025-11-17 09:46:33,lan/sala1/sensor/temp,27.5
2025-11-17 09:46:33,lan/sala2/sensor/temp,26.15
2025-11-17 09:46:34,lan/sala1/sensor/hum,28.2
2025-11-17 09:46:35,lan/sala1/sensor/temp,29.48
2025-11-17 09:46:35,lan/sala2/sensor/temp,20.72
2025-11-17 09:46:36,lan/sala1/sensor/hum,18.87
2025-11-17 09:46:37,lan/sala1/sensor/temp,27.63
2025-11-17 09:46:37,lan/sala2/sensor/temp,29.08
2025-11-17 09:46:38,lan/sala1/sensor/hum,22.59
2025-11-17 09:46:39,lan/sala1/sensor/temp,29.35
2025-11-17 09:46:39,lan/sala2/sensor/temp,23.52
2025-11-17 09:46:40,lan/sala1/sensor/hum,20.59
2025-11-17 09:46:41,lan/sala1/sensor/temp,25.47
2025-11-17 09:46:41,lan/sala2/sensor/temp,29.76
2025-11-17 09:46:42,lan/sala1/sensor/hum,23.35
2025-11-17 09:46:43,lan/sala1/sensor/temp,23.96
2025-11-17 09:46:43,lan/sala2/sensor/temp,22.1
2025-11-17 09:46:44,lan/sala1/sensor/hum,21.46
2025-11-17 09:46:45,lan/sala1/sensor/temp,19.21
2025-11-17 09:46:45,lan/sala2/sensor/temp,23.48
2025-11-17 09:46:46,lan/sala1/sensor/hum,28.16
2025-11-17 09:46:47,lan/sala1/sensor/temp,20.78
2025-11-17 09:46:47,lan/sala2/sensor/temp,23.88
2025-11-17 09:46:48,lan/sala1/sensor/hum,24.52
2025-11-17 09:46:49,lan/sala1/sensor/temp,18.79
2025-11-17 09:46:49,lan/sala2/sensor/temp,20.23
2025-11-17 09:46:50,lan/sala1/sensor/hum,19.64
2025-11-17 09:46:51,lan/sala1/sensor/temp,24.24
2025-11-17 09:46:51,lan/sala2/sensor/temp,24.09
2025-11-17 09:46:52,lan/sala1/sensor/hum,28.64
2025-11-17 09:46:53,lan/sala1/sensor/temp,26.81
2025-11-17 09:46:53,lan/sala2/sensor/temp,29.35
2025-11-17 09:46:54,lan/sala1/sensor/hum,21.16
2025-11-17 09:46:55,lan/sala1/sensor/temp,23.92
2025-11-17 09:46:55,lan/sala2/sensor/temp,18.14
2025-11-17 09:46:56,lan/sala1/sensor/hum,29.54
2025-11-17 09:46:57,lan/sala1/sensor/temp,20.3
2025-11-17 09:46:57,lan/sala2/sensor/temp,20.46
2025-11-17 09:46:58,lan/sala1/sensor/hum,28.62
2025-11-17 09:46:59,lan/sala1/sensor/temp,27.1
2025-11-17 09:46:59,lan/sala2/sensor/temp,24.95
2025-11-17 09:47:00,lan/sala1/sensor/hum,18.69
2025-11-17 09:47:01,lan/sala1/sensor/temp,26.74
2025-11-17 09:47:01,lan/sala2/sensor/temp,18.95
2025-11-17 09:47:02,lan/sala1/sensor/hum,25.25
2025-11-17 09:47:03,lan/sala1/sensor/temp,18.04
2025-11-17 09:47:03,lan/sala2/sensor/temp,19.29
2025-11-17 09:47:04,lan/sala1/sensor/hum,23.6
2025-11-17 09:47:05,lan/sala1/sensor/temp,29.15
2025-11-17 09:47:05,lan/sala2/sensor/temp,18.1
2025-11-17 09:47:06,lan/sala1/sensor/hum,25.07
2025-11-17 09:47:07,lan/sala1/sensor/temp,23.99
2025-11-17 09:47:07,lan/sala2/sensor/temp,23.07
2025-11-17 09:47:08,lan/sala1/sensor/hum,21.38
2025-11-17 09:47:09,lan/sala1/sensor/temp,23.62
2025-11-17 09:47:09,lan/sala2/sensor/temp,25.86
2025-11-17 09:47:10,lan/sala1/sensor/hum,29.6
2025-11-17 09:47:11,lan/sala1/sensor/temp,22.45
2025-11-17 09:47:11,lan/sala2/sensor/temp,22.23
2025-11-17 09:47:12,lan/sala1/sensor/hum,25.68
2025-11-17 09:47:13,lan/sala1/sensor/temp,21.96
2025-11-17 09:47:13,lan/sala2/sensor/temp,27.65
2025-11-17 09:47:14,lan/sala1/sensor/hum,25.13
2025-11-17 09:47:15,lan/sala1/sensor/temp,20.31
2025-11-17 09:47:15,lan/sala2/sensor/temp,28.47
2025-11-17 09:47:16,lan/sala1/sensor/hum,27.8
2025-11-17 09:47:17,lan/sala1/sensor/temp,27.6
2025-11-17 09:47:17,lan/sala2/sensor/temp,21.28
2025-11-17 09:47:18,lan/sala1/sensor/hum,23.38
